文件路径,识别结果,位置,置信度,用时
Camera: 0,快乐,"[301, 107, 589, 507]",0.5584853887557983,0.02200031280517578
Camera: 0,快乐,"[301, 107, 589, 507]",0.5587303042411804,0.019002676010131836
Camera: 0,快乐,"[301, 107, 589, 507]",0.5606714487075806,0.018007755279541016
Camera: 0,轻蔑,"[303, 101, 598, 501]",0.2591150104999542,0.01600027084350586
Camera: 0,快乐,"[298, 102, 589, 507]",0.5231894850730896,0.01600027084350586
Camera: 0,快乐,"[298, 102, 589, 506]",0.5335533618927002,0.01999950408935547
Camera: 0,快乐,"[298, 102, 589, 507]",0.5400719046592712,0.01399683952331543
Camera: 0,快乐,"[298, 102, 589, 507]",0.5400027632713318,0.024007558822631836
Camera: 0,快乐,"[298, 102, 589, 507]",0.5401527881622314,0.017000436782836914
Camera: 0,快乐,"[299, 101, 590, 506]",0.5809876918792725,0.016001224517822266
Camera: 0,快乐,"[299, 101, 590, 506]",0.5809887647628784,0.01900196075439453
Camera: 0,快乐,"[299, 101, 590, 506]",0.5809899568557739,0.019000530242919922
Camera: 0,快乐,"[299, 101, 590, 506]",0.5809717178344727,0.019002437591552734
Camera: 0,快乐,"[299, 101, 590, 506]",0.5797164440155029,0.015999317169189453
Camera: 0,轻蔑,"[300, 100, 593, 501]",0.2664993107318878,0.016998767852783203
Camera: 0,快乐,"[296, 104, 586, 506]",0.5099320411682129,0.016998767852783203
Camera: 0,轻蔑,"[300, 100, 593, 501]",0.26655635237693787,0.017000198364257812
Camera: 0,快乐,"[296, 104, 586, 506]",0.5099365711212158,0.017000198364257812
Camera: 0,轻蔑,"[300, 100, 593, 501]",0.2598118782043457,0.019998550415039062
Camera: 0,快乐,"[296, 105, 586, 507]",0.5143848061561584,0.019998550415039062
Camera: 0,轻蔑,"[300, 100, 593, 501]",0.26184016466140747,0.017999887466430664
Camera: 0,快乐,"[296, 104, 586, 506]",0.5127300024032593,0.017999887466430664
Camera: 0,轻蔑,"[300, 99, 593, 501]",0.26618772745132446,0.020999670028686523
Camera: 0,快乐,"[296, 104, 586, 506]",0.5058171153068542,0.020999670028686523
Camera: 0,快乐,"[299, 101, 590, 505]",0.5820590853691101,0.022001266479492188
Camera: 0,快乐,"[299, 101, 590, 505]",0.5819689631462097,0.017998218536376953
Camera: 0,快乐,"[298, 101, 590, 505]",0.5806223750114441,0.018520116806030273
Camera: 0,快乐,"[299, 101, 590, 505]",0.5833638906478882,0.07596158981323242
Camera: 0,快乐,"[299, 101, 590, 505]",0.5848915576934814,0.043999671936035156
Camera: 0,恐惧,"[292, 66, 567, 515]",0.6076440811157227,0.02499866485595703
Camera: 0,恐惧,"[292, 66, 567, 515]",0.607650876045227,0.019995689392089844
Camera: 0,恐惧,"[292, 66, 567, 515]",0.6076251864433289,0.02599811553955078
Camera: 0,恐惧,"[292, 66, 567, 515]",0.6076498627662659,0.019999265670776367
Camera: 0,恐惧,"[292, 66, 567, 516]",0.6149111390113831,0.018085956573486328
Camera: 0,恐惧,"[292, 67, 567, 515]",0.606406569480896,0.01736140251159668
Camera: 0,恐惧,"[292, 67, 567, 516]",0.6035864949226379,0.024523496627807617
Camera: 0,恐惧,"[292, 67, 567, 516]",0.603588342666626,0.0189971923828125
Camera: 0,恐惧,"[292, 67, 567, 516]",0.6035616993904114,0.022902965545654297
Camera: 0,恐惧,"[292, 67, 567, 516]",0.6035493612289429,0.018999814987182617
Camera: 0,恐惧,"[293, 67, 569, 517]",0.608822226524353,0.01999688148498535
Camera: 0,恐惧,"[293, 67, 569, 517]",0.6087995171546936,0.018996715545654297
Camera: 0,恐惧,"[293, 67, 569, 517]",0.6088204383850098,0.025021791458129883
Camera: 0,恐惧,"[293, 67, 569, 517]",0.6088014245033264,0.023998022079467773
Camera: 0,恐惧,"[293, 67, 569, 517]",0.6088380217552185,0.02501082420349121
Camera: 0,恐惧,"[291, 67, 566, 517]",0.6153351664543152,0.020009517669677734
Camera: 0,恐惧,"[291, 67, 566, 517]",0.6156030893325806,0.02301621437072754
Camera: 0,恐惧,"[291, 67, 566, 517]",0.6078022122383118,0.02558445930480957
Camera: 0,恐惧,"[291, 67, 566, 517]",0.6191710233688354,0.02254962921142578
Camera: 0,恐惧,"[291, 67, 566, 517]",0.6191731691360474,0.01924443244934082
Camera: 0,恐惧,"[293, 65, 569, 516]",0.5894351601600647,0.019999265670776367
Camera: 0,恐惧,"[293, 65, 569, 516]",0.5894504189491272,0.023997068405151367
Camera: 0,恐惧,"[293, 65, 569, 516]",0.5894326567649841,0.027006149291992188
Camera: 0,恐惧,"[293, 65, 569, 516]",0.5894927382469177,0.021999597549438477
Camera: 0,恐惧,"[293, 65, 569, 516]",0.5893831849098206,0.023000240325927734
Camera: 0,恐惧,"[292, 65, 567, 514]",0.60101717710495,0.06983637809753418
Camera: 0,恐惧,"[292, 65, 567, 514]",0.5999227166175842,0.04200005531311035
Camera: 0,恐惧,"[292, 65, 567, 514]",0.6018376350402832,0.03999829292297363
Camera: 0,恐惧,"[292, 65, 567, 513]",0.6034087538719177,0.04500079154968262
Camera: 0,恐惧,"[292, 66, 568, 512]",0.6027629375457764,0.018000125885009766
10-表情识别.mp4,悲伤,"[140, 115, 532, 560]",0.670888364315033,0.03499794006347656
10-表情识别.mp4,悲伤,"[140, 116, 532, 560]",0.6706946492195129,0.017998456954956055
10-表情识别.mp4,悲伤,"[140, 116, 532, 560]",0.6707958579063416,0.02300095558166504
10-表情识别.mp4,悲伤,"[140, 116, 532, 560]",0.6707958579063416,0.021000146865844727
10-表情识别.mp4,悲伤,"[140, 116, 532, 560]",0.6707287430763245,0.01700568199157715
10-表情识别.mp4,悲伤,"[140, 116, 532, 560]",0.6700853109359741,0.022002696990966797
10-表情识别.mp4,悲伤,"[140, 116, 532, 560]",0.6700853109359741,0.016999244689941406
10-表情识别.mp4,悲伤,"[140, 116, 532, 560]",0.670588493347168,0.01700139045715332
10-表情识别.mp4,悲伤,"[140, 116, 532, 560]",0.6702078580856323,0.017002344131469727
10-表情识别.mp4,悲伤,"[140, 116, 532, 560]",0.6702078580856323,0.0209963321685791
10-表情识别.mp4,悲伤,"[140, 116, 532, 560]",0.6707421541213989,0.01799941062927246
10-表情识别.mp4,悲伤,"[140, 116, 532, 560]",0.6703822016716003,0.0260012149810791
10-表情识别.mp4,悲伤,"[140, 116, 532, 560]",0.6703822016716003,0.018001317977905273
10-表情识别.mp4,悲伤,"[140, 116, 532, 560]",0.6708812713623047,0.01800251007080078
10-表情识别.mp4,悲伤,"[140, 115, 532, 560]",0.6696184873580933,0.017333984375
10-表情识别.mp4,悲伤,"[140, 115, 532, 560]",0.6696184873580933,0.019013166427612305
10-表情识别.mp4,悲伤,"[140, 115, 532, 560]",0.6717345118522644,0.018999099731445312
10-表情识别.mp4,悲伤,"[140, 115, 532, 560]",0.6697472929954529,0.020540952682495117
10-表情识别.mp4,悲伤,"[140, 115, 532, 560]",0.6697472929954529,0.024001598358154297
10-表情识别.mp4,悲伤,"[140, 115, 532, 560]",0.6716964840888977,0.025001049041748047
10-表情识别.mp4,悲伤,"[140, 115, 532, 560]",0.6714624762535095,0.017000913619995117
10-表情识别.mp4,悲伤,"[140, 115, 532, 560]",0.671634316444397,0.020992040634155273
10-表情识别.mp4,悲伤,"[140, 115, 532, 560]",0.6713725328445435,0.02399897575378418
10-表情识别.mp4,悲伤,"[140, 115, 532, 560]",0.6714428067207336,0.023999691009521484
10-表情识别.mp4,悲伤,"[140, 115, 532, 560]",0.6716142296791077,0.017995595932006836
10-表情识别.mp4,悲伤,"[140, 115, 532, 560]",0.6710010170936584,0.017000913619995117
10-表情识别.mp4,悲伤,"[140, 115, 532, 560]",0.6692553758621216,0.022000551223754883
10-表情识别.mp4,快乐,"[138, 131, 543, 575]",0.354870468378067,0.021004199981689453
10-表情识别.mp4,悲伤,"[133, 101, 535, 572]",0.5484112501144409,0.021004199981689453
10-表情识别.mp4,悲伤,"[96, 78, 567, 616]",0.6015879511833191,0.024999141693115234
10-表情识别.mp4,悲伤,"[58, 30, 597, 636]",0.5752365589141846,0.020999431610107422
10-表情识别.mp4,愤怒,"[13, 28, 639, 640]",0.3696190118789673,0.017000436782836914
10-表情识别.mp4,恐惧,"[13, 67, 636, 639]",0.47781652212142944,0.017000436782836914
10-表情识别.mp4,厌恶,"[0, 219, 66, 443]",0.2502623200416565,0.023001909255981445
10-表情识别.mp4,悲伤,"[219, 208, 435, 439]",0.26073941588401794,0.023001909255981445
10-表情识别.mp4,愤怒,"[221, 213, 432, 438]",0.2790205478668213,0.023001909255981445
10-表情识别.mp4,愤怒,"[190, 186, 469, 475]",0.4286961555480957,0.02300262451171875
10-表情识别.mp4,悲伤,"[162, 161, 501, 511]",0.2742239832878113,0.01800060272216797
10-表情识别.mp4,愤怒,"[162, 164, 499, 509]",0.3055371642112732,0.01800060272216797
10-表情识别.mp4,愤怒,"[146, 149, 515, 531]",0.3191807270050049,0.021001815795898438
10-表情识别.mp4,悲伤,"[140, 131, 527, 540]",0.3029285967350006,0.01999974250793457
10-表情识别.mp4,愤怒,"[137, 141, 524, 537]",0.36050400137901306,0.01999974250793457
10-表情识别.mp4,悲伤,"[139, 131, 528, 541]",0.3088432252407074,0.02097916603088379
10-表情识别.mp4,愤怒,"[136, 140, 525, 537]",0.3639330565929413,0.02097916603088379
10-表情识别.mp4,悲伤,"[139, 131, 528, 541]",0.30977919697761536,0.020009279251098633
10-表情识别.mp4,愤怒,"[136, 140, 525, 537]",0.36403679847717285,0.020009279251098633
10-表情识别.mp4,悲伤,"[139, 131, 528, 541]",0.3098464906215668,0.018001079559326172
10-表情识别.mp4,愤怒,"[136, 140, 525, 537]",0.36399418115615845,0.018001079559326172
10-表情识别.mp4,悲伤,"[139, 131, 528, 541]",0.3098464906215668,0.026001930236816406
10-表情识别.mp4,愤怒,"[136, 140, 525, 537]",0.36399418115615845,0.026001930236816406
10-表情识别.mp4,悲伤,"[139, 131, 528, 541]",0.30984753370285034,0.023019075393676758
10-表情识别.mp4,愤怒,"[136, 140, 525, 537]",0.3640582263469696,0.023019075393676758
10-表情识别.mp4,悲伤,"[139, 131, 528, 541]",0.31000620126724243,0.01796412467956543
10-表情识别.mp4,愤怒,"[136, 140, 525, 537]",0.36390888690948486,0.01796412467956543
10-表情识别.mp4,悲伤,"[139, 131, 528, 541]",0.31000620126724243,0.017998456954956055
10-表情识别.mp4,愤怒,"[136, 140, 525, 537]",0.36390888690948486,0.017998456954956055
10-表情识别.mp4,悲伤,"[139, 131, 528, 541]",0.30980101227760315,0.01699352264404297
10-表情识别.mp4,愤怒,"[136, 140, 525, 537]",0.36401110887527466,0.01699352264404297
10-表情识别.mp4,悲伤,"[139, 131, 528, 541]",0.30976319313049316,0.025018692016601562
10-表情识别.mp4,愤怒,"[136, 140, 525, 537]",0.3641539514064789,0.025018692016601562
10-表情识别.mp4,悲伤,"[139, 131, 528, 541]",0.30976319313049316,0.01900196075439453
10-表情识别.mp4,愤怒,"[136, 140, 525, 537]",0.3641539514064789,0.01900196075439453
10-表情识别.mp4,悲伤,"[139, 131, 528, 541]",0.3096262812614441,0.018997907638549805
10-表情识别.mp4,愤怒,"[136, 140, 525, 537]",0.36418893933296204,0.018997907638549805
10-表情识别.mp4,悲伤,"[139, 131, 528, 541]",0.3097434937953949,0.02000141143798828
10-表情识别.mp4,愤怒,"[136, 140, 525, 537]",0.36437350511550903,0.02000141143798828
10-表情识别.mp4,悲伤,"[139, 131, 528, 541]",0.3097434937953949,0.020999908447265625
10-表情识别.mp4,愤怒,"[136, 140, 525, 537]",0.36437350511550903,0.020999908447265625
10-表情识别.mp4,悲伤,"[139, 131, 528, 541]",0.30992716550827026,0.022001028060913086
10-表情识别.mp4,愤怒,"[136, 140, 525, 537]",0.3641158938407898,0.022001028060913086
10-表情识别.mp4,悲伤,"[139, 131, 528, 541]",0.3099050223827362,0.020002365112304688
10-表情识别.mp4,愤怒,"[136, 140, 525, 537]",0.36428114771842957,0.020002365112304688
10-表情识别.mp4,悲伤,"[139, 131, 528, 541]",0.30992329120635986,0.021993637084960938
10-表情识别.mp4,愤怒,"[136, 140, 525, 537]",0.3642607033252716,0.021993637084960938
10-表情识别.mp4,悲伤,"[139, 131, 528, 541]",0.310184508562088,0.02001357078552246
10-表情识别.mp4,愤怒,"[136, 140, 525, 537]",0.36400389671325684,0.02001357078552246
10-表情识别.mp4,悲伤,"[139, 131, 528, 541]",0.3105730712413788,0.020002365112304688
10-表情识别.mp4,愤怒,"[136, 140, 525, 537]",0.3640866279602051,0.020002365112304688
10-表情识别.mp4,悲伤,"[139, 131, 528, 541]",0.3105730712413788,0.019001007080078125
10-表情识别.mp4,愤怒,"[136, 140, 525, 537]",0.3640866279602051,0.019001007080078125
10-表情识别.mp4,悲伤,"[139, 131, 528, 541]",0.31178200244903564,0.01943802833557129
10-表情识别.mp4,愤怒,"[136, 140, 525, 537]",0.363590270280838,0.01943802833557129
10-表情识别.mp4,悲伤,"[139, 131, 528, 541]",0.31180673837661743,0.02100372314453125
10-表情识别.mp4,愤怒,"[136, 140, 525, 537]",0.36367082595825195,0.02100372314453125
10-表情识别.mp4,悲伤,"[139, 131, 528, 541]",0.3118450343608856,0.021003246307373047
10-表情识别.mp4,愤怒,"[136, 140, 525, 537]",0.363701194524765,0.021003246307373047
10-表情识别.mp4,悲伤,"[139, 131, 528, 541]",0.3118937313556671,0.015998125076293945
10-表情识别.mp4,愤怒,"[136, 140, 525, 537]",0.36380094289779663,0.015998125076293945
10-表情识别.mp4,悲伤,"[139, 131, 528, 541]",0.30896294116973877,0.019001007080078125
10-表情识别.mp4,愤怒,"[136, 140, 525, 537]",0.36444956064224243,0.019001007080078125
10-表情识别.mp4,悲伤,"[139, 131, 528, 541]",0.30896294116973877,0.01645660400390625
10-表情识别.mp4,愤怒,"[136, 140, 525, 537]",0.36444956064224243,0.01645660400390625
10-表情识别.mp4,悲伤,"[139, 131, 528, 541]",0.311957985162735,0.017999887466430664
10-表情识别.mp4,愤怒,"[136, 140, 525, 537]",0.36425477266311646,0.017999887466430664
10-表情识别.mp4,悲伤,"[139, 131, 528, 541]",0.3095289468765259,0.018001317977905273
10-表情识别.mp4,愤怒,"[136, 140, 525, 537]",0.36436671018600464,0.018001317977905273
10-表情识别.mp4,悲伤,"[139, 131, 528, 541]",0.3095008432865143,0.019000530242919922
10-表情识别.mp4,愤怒,"[136, 140, 525, 537]",0.36436963081359863,0.019000530242919922
10-表情识别.mp4,悲伤,"[139, 131, 528, 541]",0.31077077984809875,0.01800370216369629
10-表情识别.mp4,愤怒,"[136, 140, 525, 537]",0.3648400902748108,0.01800370216369629
10-表情识别.mp4,悲伤,"[139, 131, 528, 541]",0.3105489909648895,0.0161130428314209
10-表情识别.mp4,愤怒,"[136, 140, 525, 537]",0.36390194296836853,0.0161130428314209
10-表情识别.mp4,悲伤,"[139, 131, 528, 541]",0.3107941746711731,0.017999887466430664
10-表情识别.mp4,愤怒,"[136, 140, 525, 537]",0.3637325167655945,0.017999887466430664
10-表情识别.mp4,悲伤,"[139, 131, 528, 541]",0.3102443218231201,0.022011756896972656
10-表情识别.mp4,愤怒,"[136, 140, 525, 537]",0.36450162529945374,0.022011756896972656
10-表情识别.mp4,悲伤,"[139, 131, 528, 541]",0.2971707880496979,0.01699972152709961
10-表情识别.mp4,愤怒,"[136, 140, 525, 537]",0.3663613498210907,0.01699972152709961
10-表情识别.mp4,悲伤,"[139, 131, 528, 541]",0.30248111486434937,0.017000913619995117
10-表情识别.mp4,愤怒,"[136, 140, 525, 537]",0.3626963496208191,0.017000913619995117
10-表情识别.mp4,悲伤,"[139, 131, 528, 541]",0.2966867685317993,0.0209963321685791
10-表情识别.mp4,愤怒,"[136, 140, 525, 537]",0.3662930428981781,0.0209963321685791
10-表情识别.mp4,悲伤,"[139, 131, 528, 541]",0.30271315574645996,0.022012948989868164
10-表情识别.mp4,愤怒,"[136, 140, 525, 537]",0.3623110055923462,0.022012948989868164
10-表情识别.mp4,悲伤,"[139, 131, 528, 541]",0.30276259779930115,0.014002084732055664
10-表情识别.mp4,愤怒,"[136, 140, 525, 537]",0.3622591197490692,0.014002084732055664
10-表情识别.mp4,悲伤,"[139, 131, 528, 541]",0.2971128225326538,0.017001867294311523
10-表情识别.mp4,愤怒,"[136, 140, 525, 537]",0.36648786067962646,0.017001867294311523
10-表情识别.mp4,悲伤,"[139, 131, 528, 541]",0.30170580744743347,0.014997482299804688
10-表情识别.mp4,愤怒,"[136, 140, 525, 537]",0.3648499548435211,0.014997482299804688
10-表情识别.mp4,悲伤,"[139, 131, 528, 541]",0.30165496468544006,0.01999974250793457
10-表情识别.mp4,愤怒,"[136, 140, 525, 537]",0.36483609676361084,0.01999974250793457
10-表情识别.mp4,悲伤,"[139, 131, 528, 541]",0.2947123944759369,0.02300238609313965
10-表情识别.mp4,愤怒,"[136, 140, 525, 537]",0.36988332867622375,0.02300238609313965
10-表情识别.mp4,悲伤,"[139, 131, 528, 541]",0.29716920852661133,0.015999555587768555
10-表情识别.mp4,愤怒,"[136, 140, 525, 537]",0.3679845929145813,0.015999555587768555
10-表情识别.mp4,悲伤,"[139, 131, 528, 541]",0.2971576452255249,0.016997814178466797
10-表情识别.mp4,愤怒,"[136, 140, 525, 537]",0.3679462671279907,0.016997814178466797
10-表情识别.mp4,悲伤,"[139, 131, 528, 541]",0.29570120573043823,0.018723726272583008
10-表情识别.mp4,愤怒,"[136, 140, 525, 537]",0.373372882604599,0.018723726272583008
10-表情识别.mp4,悲伤,"[139, 131, 528, 541]",0.2948911190032959,0.023036718368530273
10-表情识别.mp4,愤怒,"[136, 140, 525, 537]",0.3726455271244049,0.023036718368530273
10-表情识别.mp4,悲伤,"[139, 131, 528, 541]",0.29746726155281067,0.017179012298583984
10-表情识别.mp4,愤怒,"[136, 140, 525, 537]",0.37123075127601624,0.017179012298583984
10-表情识别.mp4,悲伤,"[139, 131, 528, 541]",0.2968575656414032,0.015000104904174805
10-表情识别.mp4,愤怒,"[136, 140, 525, 537]",0.3714239299297333,0.015000104904174805
10-表情识别.mp4,愤怒,"[134, 141, 523, 538]",0.31539496779441833,0.021000385284423828
10-表情识别.mp4,悲伤,"[135, 131, 526, 542]",0.3418818712234497,0.021000385284423828
10-表情识别.mp4,愤怒,"[132, 139, 521, 536]",0.3374573588371277,0.02200150489807129
10-表情识别.mp4,悲伤,"[136, 131, 524, 540]",0.37993866205215454,0.02200150489807129
10-表情识别.mp4,愤怒,"[130, 140, 519, 535]",0.3331257998943329,0.01700139045715332
10-表情识别.mp4,悲伤,"[135, 132, 522, 539]",0.38929834961891174,0.01700139045715332
10-表情识别.mp4,悲伤,"[135, 134, 521, 536]",0.4372963607311249,0.017999649047851562
10-表情识别.mp4,愤怒,"[136, 134, 516, 531]",0.3071764409542084,0.01578497886657715
10-表情识别.mp4,悲伤,"[138, 134, 519, 532]",0.4841976463794708,0.01578497886657715
10-表情识别.mp4,悲伤,"[147, 145, 507, 520]",0.5433524250984192,0.019006729125976562
10-表情识别.mp4,悲伤,"[161, 161, 496, 505]",0.41699057817459106,0.023002147674560547
10-表情识别.mp4,愤怒,"[189, 175, 483, 485]",0.32376667857170105,0.024000883102416992
10-表情识别.mp4,悲伤,"[181, 169, 483, 485]",0.36204779148101807,0.024000883102416992
10-表情识别.mp4,悲伤,"[200, 162, 483, 473]",0.498955637216568,0.029505252838134766
10-表情识别.mp4,惊讶,"[208, 190, 442, 464]",0.4163222312927246,0.024004220962524414
10-表情识别.mp4,恐惧,"[180, 123, 464, 508]",0.4349956214427948,0.017000675201416016
10-表情识别.mp4,恐惧,"[161, 111, 483, 539]",0.4208916425704956,0.03061079978942871
10-表情识别.mp4,恐惧,"[147, 97, 491, 548]",0.5274303555488586,0.025017976760864258
10-表情识别.mp4,恐惧,"[136, 85, 501, 563]",0.5587571263313293,0.021999835968017578
10-表情识别.mp4,恐惧,"[126, 76, 506, 573]",0.5752352476119995,0.023995161056518555
10-表情识别.mp4,恐惧,"[114, 52, 517, 580]",0.5420207381248474,0.023000240325927734
10-表情识别.mp4,恐惧,"[116, 62, 516, 585]",0.5684724450111389,0.020000457763671875
10-表情识别.mp4,恐惧,"[113, 59, 519, 587]",0.5465648770332336,0.02199530601501465
10-表情识别.mp4,恐惧,"[111, 57, 521, 592]",0.5510208606719971,0.017001628875732422
10-表情识别.mp4,恐惧,"[110, 57, 521, 592]",0.5558785796165466,0.019408226013183594
10-表情识别.mp4,恐惧,"[109, 58, 522, 592]",0.5663694143295288,0.015997648239135742
10-表情识别.mp4,恐惧,"[109, 58, 522, 592]",0.5674306750297546,0.021001338958740234
